단지명,단지코드,세대수,동수,준공년월,최소전용,최대전용,용적률,매매_최저가,매매_최고가,전세_최저가,전세_최고가,월세_최저가,월세_최고가,매매_거래건수,전세_거래건수,월세_거래건수,총_거래건수,전세가율,갭,평당매매가,면적요약,매매_최저가_억원,매매_최고가_억원,전세_최저가_억원,전세_최고가_억원,월세_최저가_억원,월세_최고가_억원,갭_억원,평당매매가_억원,단지요약,구,동,수집시간,단지명_정제,기본주소,상세주소,원본주소,위도,경도,변환방법,사용된주소
대치대우아이빌명문가(주상복합),9906,210,1,200402,41.88,58.56,637,28000,49000,28300,28300,107,107,16,1,1,18,101.1,-300,2210,13~18평,"2억 8,000만","4억 9,000만","2억 8,300만","2억 8,300만",107만,107만,,"2,210만",총 210세대 | 1개동 | 13~18평 | 2004년 준공,강남구,삼성동,2025-09-12 01:58,대치대우아이빌명문가,서울 강남구 삼성동,서울 강남구 삼성동 대치대우아이빌명문가,서울 강남구 삼성동 대치대우아이빌명문가(주상복합),37.5051763824128,127.05390223264,원본 키워드 검색,서울 강남구 삼성동 대치대우아이빌명문가(주상복합)
삼성미켈란107(주상복합),10119,64,1,200312,99.79,99.79,699,0,0,95000,95000,430,650,0,2,24,26,0.0,0,0,30평,,,"9억 5,000만","9억 5,000만",430만,650만,,,총 64세대 | 1개동 | 30평 | 2003년 준공,강남구,삼성동,2025-09-12 01:58,삼성미켈란107,서울 강남구 삼성동,서울 강남구 삼성동 삼성미켈란107,서울 강남구 삼성동 삼성미켈란107(주상복합),37.5146183438448,127.06064369097673,원본 키워드 검색,서울 강남구 삼성동 삼성미켈란107(주상복합)
삼성이안파크,14705,19,1,200405,102.03,122.32,224,210000,230000,0,0,0,0,7,0,0,7,0.0,0,6804,31~37평,21억,23억,,,,,,"6,804만",총 19세대 | 1개동 | 31~37평 | 2004년 준공,강남구,삼성동,2025-09-12 01:58,삼성이안,서울 강남구 삼성동,서울 강남구 삼성동 삼성이안,서울 강남구 삼성동 삼성이안파크,37.50858961416719,127.05340703555412,원본 키워드 검색,서울 강남구 삼성동 삼성이안파크
쌍용플래티넘(주상복합),12229,88,2,200312,183.04,188.65,715,310000,320000,199500,200000,330,600,2,4,17,23,64.4,110500,5599,55~57평,31억,32억,"19억 9,500만",20억,330만,600만,11억 500만,"5,599만",총 88세대 | 2개동 | 55~57평 | 2003년 준공,강남구,삼성동,2025-09-12 01:58,쌍용플래티넘,서울 강남구 삼성동,서울 강남구 삼성동 쌍용플래티넘,서울 강남구 삼성동 쌍용플래티넘(주상복합),37.5110296497292,127.084155573956,원본 키워드 검색,서울 강남구 삼성동 쌍용플래티넘(주상복합)
"우성1,2,3차",12861,1842,26,198112,86.09,173.63,0,290000,450000,51000,130000,70,210,36,35,27,98,17.6,239000,11136,26~53평,29억,45억,"5억 1,000만",13억,70만,210만,"23억 9,000만","1억 1,136만","총 1,842세대 | 26개동 | 26~53평 | 1981년 준공",강남구,삼성동,2025-09-12 01:58,"우성1,2,3차",서울 강남구 삼성동,"서울 강남구 삼성동 우성1,2,3차","서울 강남구 삼성동 우성1,2,3차",37.506877946720635,127.07314063127907,원본 키워드 검색,"서울 강남구 삼성동 우성1,2,3차"
세방,10929,14,1,199809,148.14,148.14,196,0,0,0,0,160,250,0,0,2,2,0.0,0,0,45평,,,,,160만,250만,,,총 14세대 | 1개동 | 45평 | 1998년 준공,강남구,삼성동,2025-09-12 01:58,세방,서울 강남구 삼성동,서울 강남구 삼성동 세방,서울 강남구 삼성동 세방,37.51743411120188,127.05287038179931,원본 키워드 검색,서울 강남구 삼성동 세방
삼성힐스테이트2단지,24008,926,12,200812,51.81,111.25,273,160000,400000,67500,140000,80,470,60,84,148,292,42.2,92500,10209,16~34평,16억,40억,"6억 7,500만",14억,80만,470만,"9억 2,500만",1억 209만,총 926세대 | 12개동 | 16~34평 | 2008년 준공,강남구,삼성동,2025-09-12 01:58,삼성힐스테이트2단지,서울 강남구 삼성동,서울 강남구 삼성동 삼성힐스테이트2단지,서울 강남구 삼성동 삼성힐스테이트2단지,37.51385953949973,127.05148791178168,원본 키워드 검색,서울 강남구 삼성동 삼성힐스테이트2단지
삼성웰피아,23698,19,1,200506,104.91,104.91,196,0,0,0,0,0,0,0,0,0,0,0.0,0,0,32평,,,,,,,,,총 19세대 | 1개동 | 32평 | 2005년 준공,강남구,삼성동,2025-09-12 01:58,삼성웰피아,서울 강남구 삼성동,서울 강남구 삼성동 삼성웰피아,서울 강남구 삼성동 삼성웰피아,37.5084165208802,127.05362859275138,원본 키워드 검색,서울 강남구 삼성동 삼성웰피아
삼성벽산블루밍,24331,26,2,200602,122.14,174.24,231,190000,350000,230000,250000,380,800,6,36,26,68,121.1,-40000,5142,37~53평,19억,35억,23억,25억,380만,800만,,"5,142만",총 26세대 | 2개동 | 37~53평 | 2006년 준공,강남구,삼성동,2025-09-12 01:58,삼성벽산블루밍,서울 강남구 삼성동,서울 강남구 삼성동 삼성벽산블루밍,서울 강남구 삼성동 삼성벽산블루밍,37.517419968994275,127.05225502136867,원본 키워드 검색,서울 강남구 삼성동 삼성벽산블루밍
삼성루첸시아,104355,10,1,200707,112.49,112.49,199,170000,170000,0,0,0,0,7,0,0,7,0.0,0,4996,34평,17억,17억,,,,,,"4,996만",총 10세대 | 1개동 | 34평 | 2007년 준공,강남구,삼성동,2025-09-12 01:58,삼성루첸시아,서울 강남구 삼성동,서울 강남구 삼성동 삼성루첸시아,서울 강남구 삼성동 삼성루첸시아,37.517275597360054,127.05273000652994,원본 키워드 검색,서울 강남구 삼성동 삼성루첸시아
삼부(102동),101425,40,1,199812,74.96,125.73,235,0,0,0,0,0,0,0,0,0,0,0.0,0,0,23~38평,,,,,,,,,총 40세대 | 1개동 | 23~38평 | 1998년 준공,강남구,삼성동,2025-09-12 01:58,삼부,서울 강남구 삼성동,서울 강남구 삼성동 삼부,서울 강남구 삼성동 삼부(102동),37.51748939747028,127.06487202773633,원본 키워드 검색,서울 강남구 삼성동 삼부(102동)
